catholic church	20.47246270145357
france	12.104295041301386
new york city	9.12414882967798
buddhism	8.161057030432575
philosophy	7.72070643207158
islam	6.550458472881839
linguistics	5.267981290227288
orders of magnitude (length)	4.524337800661352
africa	4.407393353987157
orders of magnitude (area)	4.36286697807969
